               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.023381,           0.0076591,          0.00044497,             0.50463,             0.62613,             0.42866,             0.28681,            0.044252,            0.008588,           0.0015005,            0.004786,            0.004786,            0.004786
                 160,            0.023085,           0.0071553,          0.00042978,             0.43079,             0.55624,             0.35125,             0.16365,            0.051987,            0.009003,            0.001815,            0.004753,            0.004753,            0.004753
                 161,            0.022943,           0.0072393,          0.00041341,             0.51854,             0.83976,              0.5579,             0.40154,            0.027366,           0.0069197,          0.00069061,             0.00472,             0.00472,             0.00472
                 162,             0.02364,           0.0075522,          0.00034419,             0.45367,             0.75595,               0.508,               0.359,            0.034426,           0.0082265,           0.0023701,            0.004687,            0.004687,            0.004687
                 163,              0.0234,           0.0074123,          0.00059266,             0.46887,             0.82642,             0.49036,             0.36054,            0.031191,           0.0079485,           0.0011692,            0.004654,            0.004654,            0.004654
                 164,            0.022371,           0.0071085,          0.00057336,             0.50227,             0.81229,             0.54238,             0.40841,            0.027104,           0.0073251,          0.00088903,            0.004621,            0.004621,            0.004621
                 165,            0.022405,           0.0074106,          0.00071322,             0.50339,             0.65532,             0.41608,             0.24913,            0.041202,           0.0095431,           0.0012212,            0.004588,            0.004588,            0.004588
                 166,            0.022797,           0.0074701,          0.00036544,             0.43572,             0.67913,              0.4131,             0.26311,            0.037711,           0.0091795,           0.0021436,            0.004555,            0.004555,            0.004555
                 167,            0.022123,           0.0072968,          0.00054585,             0.53046,             0.89494,             0.56972,             0.44156,            0.024091,           0.0069575,           0.0011057,            0.004522,            0.004522,            0.004522
                 168,            0.022129,           0.0071517,          0.00040504,             0.50055,             0.90221,              0.5696,             0.44391,            0.024826,           0.0069763,            0.001447,            0.004489,            0.004489,            0.004489
                 169,            0.022482,           0.0073437,          0.00039909,             0.52359,             0.83333,             0.53323,              0.3612,            0.029292,           0.0072806,           0.0014964,            0.004456,            0.004456,            0.004456
                 170,            0.022954,           0.0077048,          0.00031657,              0.4688,             0.82662,             0.50059,             0.34762,            0.035351,            0.008137,          0.00082861,            0.004423,            0.004423,            0.004423
                 171,            0.022037,            0.007018,          0.00046026,             0.39018,             0.59681,              0.3632,             0.24965,            0.051988,           0.0090507,            0.002307,             0.00439,             0.00439,             0.00439
                 172,            0.023045,            0.007137,          0.00041679,              0.4989,             0.79497,             0.54535,             0.38703,            0.027506,            0.007321,           0.0013254,            0.004357,            0.004357,            0.004357
                 173,            0.022585,           0.0071422,          0.00046313,             0.43776,             0.54983,             0.39011,             0.17518,            0.057371,            0.011051,           0.0029509,            0.004324,            0.004324,            0.004324
                 174,            0.022366,           0.0075307,          0.00051249,             0.51721,             0.88787,             0.56354,             0.44331,             0.02387,           0.0070723,            0.000915,            0.004291,            0.004291,            0.004291
                 175,            0.022418,           0.0070264,          0.00037054,             0.53321,             0.81229,             0.55704,             0.37446,            0.031932,           0.0072226,           0.0020873,            0.004258,            0.004258,            0.004258
                 176,            0.022134,           0.0070549,           0.0005991,             0.51992,              0.8588,             0.54479,             0.41178,             0.02632,           0.0076095,           0.0011736,            0.004225,            0.004225,            0.004225
                 177,            0.021763,           0.0070816,          0.00053223,             0.53249,             0.91552,             0.55925,             0.43397,            0.024614,           0.0065157,           0.0005945,            0.004192,            0.004192,            0.004192
                 178,            0.022473,           0.0071052,          0.00061965,             0.50613,             0.88787,             0.54247,             0.41677,            0.024843,           0.0074286,          0.00062755,            0.004159,            0.004159,            0.004159
                 179,            0.022406,           0.0072794,          0.00071797,             0.38307,             0.66255,             0.43694,             0.29021,            0.046372,           0.0095666,           0.0034462,            0.004126,            0.004126,            0.004126
                 180,            0.021542,           0.0070261,           0.0004894,             0.53172,             0.88206,             0.54738,             0.41661,            0.025436,           0.0071155,          0.00094318,            0.004093,            0.004093,            0.004093
                 181,            0.022468,           0.0070774,          0.00046407,             0.49701,             0.77395,             0.50306,              0.3644,            0.029341,           0.0076506,           0.0030933,             0.00406,             0.00406,             0.00406
                 182,            0.022021,           0.0071071,          0.00039989,              0.5038,             0.89665,             0.55572,             0.41784,            0.029338,            0.007015,           0.0012554,            0.004027,            0.004027,            0.004027
                 183,            0.022217,           0.0072745,          0.00037335,             0.48178,             0.83851,             0.52972,             0.39266,            0.028186,           0.0078493,          0.00078368,            0.003994,            0.003994,            0.003994
                 184,            0.021953,           0.0071321,          0.00026235,             0.51714,             0.87482,             0.54343,             0.39846,             0.02802,           0.0070403,           0.0010367,            0.003961,            0.003961,            0.003961
                 185,            0.021395,           0.0069041,          0.00028476,             0.51225,             0.85441,             0.56611,             0.44489,            0.025657,           0.0074765,          0.00054605,            0.003928,            0.003928,            0.003928
                 186,            0.022909,            0.007357,          0.00031168,             0.46669,             0.76143,             0.48363,             0.36162,            0.034121,            0.008792,             0.00337,            0.003895,            0.003895,            0.003895
                 187,            0.021523,           0.0068046,            0.000289,             0.49579,             0.88233,             0.56111,             0.42902,            0.025739,           0.0073866,           0.0011639,            0.003862,            0.003862,            0.003862
                 188,            0.021341,           0.0072665,          0.00069082,             0.49636,             0.68382,             0.45219,             0.29795,            0.034451,           0.0085538,           0.0017826,            0.003829,            0.003829,            0.003829
                 189,            0.022191,            0.007366,          0.00048157,             0.50734,             0.68272,             0.45774,             0.24489,            0.040632,           0.0083437,           0.0015721,            0.003796,            0.003796,            0.003796
                 190,            0.022225,           0.0069008,          0.00034338,             0.42891,             0.72916,             0.43611,             0.29311,            0.039697,            0.008358,           0.0020001,            0.003763,            0.003763,            0.003763
                 191,            0.021828,           0.0070315,          0.00026038,             0.52546,             0.85441,             0.54644,             0.40918,             0.02623,           0.0068652,           0.0010438,             0.00373,             0.00373,             0.00373
                 192,            0.021284,           0.0071044,          0.00028726,             0.49173,             0.78026,             0.53681,              0.3861,            0.034486,           0.0084062,           0.0018684,            0.003697,            0.003697,            0.003697
                 193,            0.022137,           0.0073214,          0.00031631,              0.2885,             0.59124,             0.28672,             0.14572,            0.059436,            0.013972,           0.0017575,            0.003664,            0.003664,            0.003664
                 194,            0.021282,           0.0067752,          0.00029233,             0.51783,             0.90917,             0.56898,              0.4596,            0.024146,           0.0068594,          0.00084388,            0.003631,            0.003631,            0.003631
                 195,            0.021044,           0.0070014,          0.00025674,             0.52065,             0.80182,              0.5546,             0.40657,            0.029786,           0.0072857,          0.00048837,            0.003598,            0.003598,            0.003598
                 196,             0.02077,           0.0071018,          0.00027013,             0.48107,             0.73915,             0.48059,              0.3099,             0.03772,           0.0079955,          0.00096087,            0.003565,            0.003565,            0.003565
                 197,            0.021861,           0.0071257,          0.00026271,             0.52989,             0.91808,             0.56234,             0.45693,            0.022398,           0.0068003,            0.001124,            0.003532,            0.003532,            0.003532
                 198,            0.020871,           0.0072111,          0.00033786,             0.52125,             0.84548,              0.5605,             0.41954,            0.024226,           0.0072337,             0.00082,            0.003499,            0.003499,            0.003499
                 199,            0.021149,           0.0069471,          0.00024664,               0.519,              0.7538,             0.53238,             0.36028,            0.030908,           0.0077099,           0.0012463,            0.003466,            0.003466,            0.003466
                 200,            0.021467,           0.0068753,          0.00065402,             0.51686,             0.89363,             0.55722,             0.43005,            0.027371,           0.0078676,           0.0019229,            0.003433,            0.003433,            0.003433
                 201,            0.020004,           0.0066702,          0.00030609,             0.45657,             0.55653,             0.39046,             0.22942,            0.048257,            0.010195,           0.0025096,              0.0034,              0.0034,              0.0034
                 202,            0.020926,           0.0071297,          0.00051003,             0.48432,               0.809,              0.5209,             0.37153,            0.034003,           0.0085664,           0.0015831,            0.003367,            0.003367,            0.003367
                 203,            0.021052,           0.0069915,          0.00032372,              0.5173,             0.90856,             0.59148,             0.45102,            0.024378,           0.0072729,          0.00030514,            0.003334,            0.003334,            0.003334
                 204,            0.020411,           0.0068685,          0.00027689,             0.47831,             0.84324,             0.54513,             0.40126,            0.031362,           0.0088244,          0.00072524,            0.003301,            0.003301,            0.003301
                 205,            0.020686,           0.0069567,          0.00040774,             0.51456,             0.88206,             0.58879,             0.45152,            0.024054,           0.0069677,          0.00041077,            0.003268,            0.003268,            0.003268
                 206,            0.020611,           0.0067656,          0.00023837,             0.51702,             0.88206,             0.58823,             0.46302,            0.024363,           0.0070741,          0.00035769,            0.003235,            0.003235,            0.003235
                 207,            0.021203,           0.0070136,          0.00041618,             0.49244,             0.89808,             0.55846,             0.41197,            0.025566,           0.0072363,          0.00079512,            0.003202,            0.003202,            0.003202
                 208,            0.020195,           0.0069548,          0.00025705,             0.45152,             0.71596,             0.48432,             0.35913,            0.034748,           0.0099028,          0.00099672,            0.003169,            0.003169,            0.003169
                 209,            0.020219,           0.0068604,          0.00029956,             0.42555,             0.79509,             0.48132,             0.33493,            0.032143,           0.0090157,           0.0014325,            0.003136,            0.003136,            0.003136
                 210,            0.020957,           0.0069789,          0.00030777,             0.51266,             0.84718,             0.53615,             0.41707,            0.024585,           0.0076906,           0.0012181,            0.003103,            0.003103,            0.003103
                 211,            0.020953,           0.0065669,          0.00040032,             0.51596,             0.91694,             0.56708,             0.44714,            0.023542,           0.0070911,           0.0010724,             0.00307,             0.00307,             0.00307
                 212,            0.021248,           0.0069454,          0.00058856,             0.49294,             0.81814,             0.51827,             0.35902,            0.032959,           0.0084465,           0.0016154,            0.003037,            0.003037,            0.003037
                 213,            0.021326,           0.0068941,          0.00041813,             0.51181,             0.92586,             0.59572,             0.46677,            0.024105,           0.0072809,          0.00080664,            0.003004,            0.003004,            0.003004
                 214,            0.021227,           0.0069535,          0.00035056,             0.50854,             0.83994,             0.55976,             0.44302,            0.025113,           0.0078431,           0.0013074,            0.002971,            0.002971,            0.002971
                 215,            0.020226,           0.0067472,          0.00027308,             0.50827,             0.79924,             0.53679,             0.38856,            0.027642,           0.0075717,          0.00057602,            0.002938,            0.002938,            0.002938
                 216,             0.02066,           0.0067946,          0.00024552,             0.48521,             0.85152,             0.55892,             0.43269,            0.025825,           0.0077675,          0.00081107,            0.002905,            0.002905,            0.002905
                 217,            0.020471,           0.0068668,          0.00029014,             0.52205,             0.87625,             0.57018,             0.43797,            0.025126,           0.0068602,          0.00046665,            0.002872,            0.002872,            0.002872
                 218,            0.020316,           0.0068417,          0.00047023,             0.48687,             0.87625,             0.56153,             0.43526,              0.0266,           0.0080761,           0.0011173,            0.002839,            0.002839,            0.002839
                 219,            0.020488,           0.0070438,          0.00055718,             0.51727,             0.91694,             0.56097,             0.44361,            0.023799,            0.007223,           0.0007451,            0.002806,            0.002806,            0.002806
                 220,            0.021038,           0.0066698,          0.00042062,             0.50837,             0.81953,             0.55995,             0.41918,            0.023926,           0.0071141,          0.00055827,            0.002773,            0.002773,            0.002773
                 221,            0.020627,           0.0065991,          0.00023749,             0.50986,             0.91109,             0.56928,             0.45354,            0.023684,           0.0071379,           0.0012742,             0.00274,             0.00274,             0.00274
                 222,            0.020209,           0.0068701,          0.00068279,             0.44843,             0.86298,             0.53955,             0.41516,            0.026989,           0.0080174,           0.0015834,            0.002707,            0.002707,            0.002707
                 223,            0.020148,           0.0066927,          0.00026172,             0.51305,             0.89511,             0.58738,             0.46402,            0.025048,           0.0073475,           0.0012061,            0.002674,            0.002674,            0.002674
                 224,            0.020006,           0.0066284,          0.00033778,             0.50141,              0.8734,             0.56152,             0.44302,            0.023424,           0.0072433,          0.00098477,            0.002641,            0.002641,            0.002641
                 225,            0.020153,           0.0066968,          0.00039515,             0.52134,             0.87918,             0.54589,             0.43445,            0.023797,           0.0073731,          0.00050506,            0.002608,            0.002608,            0.002608
                 226,            0.019232,           0.0066995,          0.00023893,             0.51754,             0.93735,             0.54478,             0.43159,            0.023918,           0.0070052,          0.00067878,            0.002575,            0.002575,            0.002575
                 227,            0.020096,            0.006505,          0.00027249,             0.52715,             0.86113,             0.55924,             0.42038,            0.028908,           0.0076685,           0.0014239,            0.002542,            0.002542,            0.002542
                 228,            0.020291,            0.007043,          0.00023976,             0.51866,             0.88787,              0.5754,             0.45597,            0.024538,           0.0068305,            0.001066,            0.002509,            0.002509,            0.002509
                 229,             0.02028,            0.006622,          0.00028702,             0.51199,             0.83116,              0.5348,             0.37843,            0.028594,           0.0075156,          0.00083009,            0.002476,            0.002476,            0.002476
                 230,             0.01978,           0.0066324,          0.00023777,             0.51681,             0.90303,             0.54341,             0.42535,             0.02401,           0.0072637,           0.0005711,            0.002443,            0.002443,            0.002443
                 231,            0.019967,           0.0067346,          0.00024242,             0.52031,             0.87335,             0.56066,             0.43105,            0.026575,           0.0070121,           0.0010976,             0.00241,             0.00241,             0.00241
                 232,            0.019928,           0.0065815,          0.00021446,             0.52261,             0.90389,             0.56967,             0.45539,            0.023449,           0.0070982,          0.00074086,            0.002377,            0.002377,            0.002377
                 233,            0.020077,            0.006829,          0.00041489,             0.49716,             0.84136,             0.51669,             0.38278,            0.027967,           0.0077846,           0.0014064,            0.002344,            0.002344,            0.002344
                 234,            0.020363,           0.0067086,          0.00040314,             0.50374,             0.90059,             0.54627,              0.4314,            0.021463,           0.0070764,          0.00040061,            0.002311,            0.002311,            0.002311
                 235,             0.01969,           0.0069379,          0.00029287,             0.52546,             0.87199,             0.53422,             0.40449,             0.02891,           0.0075538,           0.0012228,            0.002278,            0.002278,            0.002278
                 236,            0.019193,           0.0067426,          0.00033137,             0.51504,             0.93735,             0.55387,              0.4336,             0.02431,           0.0074063,          0.00079713,            0.002245,            0.002245,            0.002245
                 237,            0.019102,            0.006615,          0.00017066,             0.48196,             0.76239,              0.4889,             0.34663,              0.0311,           0.0080911,           0.0013877,            0.002212,            0.002212,            0.002212
                 238,            0.019376,           0.0066953,          0.00022221,             0.52364,             0.90311,             0.57015,             0.45604,            0.024366,           0.0074583,          0.00071115,            0.002179,            0.002179,            0.002179
                 239,            0.019605,           0.0067704,          0.00015664,             0.51205,             0.85299,             0.56317,             0.42595,            0.024039,           0.0071026,          0.00073697,            0.002146,            0.002146,            0.002146
                 240,            0.019889,           0.0068353,          0.00021161,             0.51426,             0.92454,              0.5698,             0.44406,            0.025845,           0.0070047,          0.00098877,            0.002113,            0.002113,            0.002113
                 241,            0.019594,           0.0067868,          0.00049451,             0.50543,             0.93135,             0.56373,             0.44611,            0.024314,           0.0069804,          0.00055071,             0.00208,             0.00208,             0.00208
                 242,            0.020239,           0.0064703,          0.00049717,             0.39309,             0.58944,             0.39264,             0.27412,            0.040284,           0.0098535,           0.0049452,            0.002047,            0.002047,            0.002047
                 243,            0.019161,           0.0065287,          0.00039108,             0.49963,             0.73517,             0.47499,             0.31056,             0.03744,           0.0094873,          0.00095677,            0.002014,            0.002014,            0.002014
                 244,             0.01922,           0.0065861,          0.00031749,             0.52615,             0.92133,             0.55387,             0.44023,            0.023959,           0.0072688,          0.00070504,            0.001981,            0.001981,            0.001981
                 245,            0.018809,           0.0065361,          0.00030305,             0.50692,             0.91369,             0.56815,             0.45313,            0.024034,            0.007641,          0.00060147,            0.001948,            0.001948,            0.001948
                 246,            0.019406,           0.0065864,          0.00042957,             0.51656,             0.91113,              0.5477,             0.42982,            0.024247,           0.0074683,          0.00097685,            0.001915,            0.001915,            0.001915
                 247,            0.018965,           0.0065097,          0.00022393,             0.49442,             0.83021,             0.53227,              0.4007,            0.023982,            0.007257,          0.00054493,            0.001882,            0.001882,            0.001882
                 248,            0.018932,           0.0064223,           0.0004354,             0.49014,             0.81953,             0.53146,             0.37105,            0.027263,           0.0076888,          0.00051401,            0.001849,            0.001849,            0.001849
                 249,            0.019402,           0.0066782,          0.00021616,             0.51303,             0.90532,             0.57697,             0.45876,             0.02333,           0.0069593,          0.00056143,            0.001816,            0.001816,            0.001816
                 250,            0.019393,           0.0065248,          0.00018922,             0.50828,             0.86604,             0.54562,             0.42911,            0.024854,            0.007386,           0.0011609,            0.001783,            0.001783,            0.001783
                 251,            0.018953,           0.0064283,          0.00017684,             0.50155,             0.84136,             0.53419,             0.40548,            0.025668,           0.0072511,          0.00054711,             0.00175,             0.00175,             0.00175
                 252,            0.019027,           0.0064812,          0.00020216,             0.48536,             0.80858,             0.53699,             0.40921,            0.027019,           0.0082054,          0.00064264,            0.001717,            0.001717,            0.001717
                 253,            0.019165,           0.0063973,          0.00029025,             0.50874,             0.89511,             0.57376,             0.45792,            0.024208,           0.0074527,          0.00042345,            0.001684,            0.001684,            0.001684
                 254,            0.018668,           0.0065094,          0.00023425,             0.50368,             0.86462,             0.53736,             0.40458,            0.028657,           0.0078432,           0.0012701,            0.001651,            0.001651,            0.001651
                 255,            0.018751,           0.0068867,          0.00025137,             0.51287,              0.9169,             0.56092,             0.44161,            0.024245,           0.0071071,          0.00047312,            0.001618,            0.001618,            0.001618
                 256,            0.019174,           0.0066099,           0.0002466,             0.48032,             0.84312,             0.52893,              0.4029,            0.028358,            0.008254,           0.0015599,            0.001585,            0.001585,            0.001585
                 257,            0.018392,           0.0064745,          0.00036784,             0.50033,             0.83697,             0.52653,             0.37127,            0.027874,           0.0081996,          0.00095691,            0.001552,            0.001552,            0.001552
                 258,             0.01849,           0.0066562,          0.00023197,             0.51201,             0.89808,              0.5605,             0.44561,             0.02257,           0.0072437,          0.00059157,            0.001519,            0.001519,            0.001519
                 259,            0.018655,           0.0064887,          0.00027472,             0.49604,             0.80351,             0.51452,             0.36372,            0.028536,           0.0078197,           0.0013549,            0.001486,            0.001486,            0.001486
                 260,            0.017706,           0.0061317,          0.00018602,             0.50742,               0.926,             0.55268,             0.44898,            0.023819,           0.0074451,          0.00058374,            0.001453,            0.001453,            0.001453
                 261,            0.018768,           0.0063736,          0.00016775,             0.52754,             0.86798,             0.57473,              0.4572,             0.02419,           0.0071998,           0.0004426,             0.00142,             0.00142,             0.00142
                 262,            0.017794,           0.0062497,          0.00040122,             0.49882,             0.84637,             0.54735,             0.42563,            0.027419,           0.0082307,          0.00063899,            0.001387,            0.001387,            0.001387
                 263,            0.018681,            0.006488,          0.00021814,             0.50505,             0.91694,             0.55784,             0.44156,             0.02387,           0.0073753,          0.00059063,            0.001354,            0.001354,            0.001354
                 264,            0.018797,           0.0064581,          0.00019916,             0.51565,             0.80209,             0.56894,             0.43404,            0.026372,             0.00717,          0.00056402,            0.001321,            0.001321,            0.001321
                 265,            0.018173,           0.0063448,          0.00019991,             0.50702,             0.86604,             0.55726,              0.4358,            0.025626,           0.0081013,          0.00086427,            0.001288,            0.001288,            0.001288
                 266,            0.019076,           0.0063776,          0.00038012,             0.51087,             0.90274,             0.57164,             0.45613,            0.023649,           0.0074633,           0.0004037,            0.001255,            0.001255,            0.001255
                 267,            0.018037,           0.0062134,          0.00012439,             0.50991,             0.86901,             0.55387,             0.43026,            0.024184,           0.0071956,           0.0003799,            0.001222,            0.001222,            0.001222
                 268,            0.017555,           0.0061834,          0.00021349,             0.47264,             0.82534,             0.53414,             0.40168,             0.03022,           0.0086646,           0.0015488,            0.001189,            0.001189,            0.001189
                 269,            0.018892,           0.0063819,          0.00023046,             0.51403,              0.8486,             0.58792,             0.45753,            0.025866,           0.0076962,          0.00093704,            0.001156,            0.001156,            0.001156
                 270,            0.018037,           0.0061784,          0.00016745,             0.51826,             0.89511,             0.58424,             0.46384,            0.023548,           0.0071064,          0.00048585,            0.001123,            0.001123,            0.001123
                 271,            0.018235,           0.0063166,           0.0002414,              0.4971,             0.82791,              0.5636,             0.42915,            0.024509,            0.008254,          0.00079605,             0.00109,             0.00109,             0.00109
                 272,            0.017706,            0.006383,          0.00020902,             0.51245,             0.90971,             0.56501,             0.45335,            0.025279,           0.0078782,           0.0007327,            0.001057,            0.001057,            0.001057
                 273,            0.018961,           0.0064447,          0.00019495,             0.50827,             0.90389,             0.55939,              0.4416,            0.024101,           0.0071819,          0.00057942,            0.001024,            0.001024,            0.001024
                 274,            0.018175,           0.0065614,          0.00014749,             0.50099,             0.92514,             0.57457,             0.45814,            0.023036,           0.0070684,          0.00042458,            0.000991,            0.000991,            0.000991
                 275,            0.017861,            0.006262,          0.00015852,             0.49594,             0.89765,             0.55571,             0.43425,            0.026249,           0.0076817,          0.00065405,            0.000958,            0.000958,            0.000958
                 276,            0.018012,           0.0063972,          0.00014557,             0.51645,             0.88394,             0.57444,              0.4553,            0.023502,           0.0074697,          0.00035159,            0.000925,            0.000925,            0.000925
                 277,            0.018338,           0.0064228,          0.00015771,              0.5168,             0.89891,             0.57531,             0.45826,            0.024122,           0.0074852,          0.00063341,            0.000892,            0.000892,            0.000892
                 278,            0.018543,           0.0064616,          0.00022109,             0.50338,             0.83113,             0.54062,             0.40769,            0.025034,           0.0076822,            0.000678,            0.000859,            0.000859,            0.000859
                 279,            0.017714,           0.0062828,          0.00019724,              0.5088,             0.88872,             0.56345,             0.45284,            0.023148,           0.0073057,          0.00052433,            0.000826,            0.000826,            0.000826
                 280,            0.017958,           0.0063418,          0.00015758,             0.48671,             0.82392,               0.529,              0.4021,            0.027858,           0.0082611,          0.00065517,            0.000793,            0.000793,            0.000793
                 281,            0.017874,           0.0064747,          0.00015898,             0.51602,             0.86023,             0.57349,             0.45638,            0.024399,           0.0075818,           0.0004386,             0.00076,             0.00076,             0.00076
                 282,            0.017342,           0.0063757,          0.00015716,              0.5076,             0.92857,             0.57192,             0.45401,             0.02396,           0.0074518,          0.00042559,            0.000727,            0.000727,            0.000727
                 283,            0.017325,           0.0061145,          0.00028938,              0.5179,             0.88348,             0.56199,              0.4571,            0.022981,           0.0075625,          0.00067706,            0.000694,            0.000694,            0.000694
                 284,            0.018232,           0.0065605,          0.00017045,             0.50604,             0.82593,             0.55371,             0.41281,            0.026229,           0.0084985,          0.00088117,            0.000661,            0.000661,            0.000661
                 285,             0.01799,           0.0060919,           0.0001782,             0.51989,              0.8995,             0.56043,             0.44442,            0.024044,           0.0075294,          0.00047363,            0.000628,            0.000628,            0.000628
                 286,            0.017015,           0.0061418,          0.00019869,             0.52598,              0.8893,             0.55873,             0.44584,            0.024589,           0.0075871,          0.00053469,            0.000595,            0.000595,            0.000595
                 287,            0.017619,           0.0059497,          0.00019534,             0.52375,             0.89662,             0.55425,             0.44732,            0.025213,           0.0077119,          0.00054408,            0.000562,            0.000562,            0.000562
                 288,             0.01814,           0.0056733,          0.00015672,             0.50819,             0.91113,             0.56257,             0.44939,            0.025016,           0.0074418,          0.00042299,            0.000529,            0.000529,            0.000529
                 289,            0.017479,           0.0062303,          8.8243e-05,             0.51594,             0.89333,             0.55958,             0.44705,            0.024291,           0.0076546,          0.00046688,            0.000496,            0.000496,            0.000496
                 290,            0.017173,            0.005964,          0.00022037,             0.50615,             0.92857,             0.55834,             0.44372,             0.02449,           0.0074324,          0.00045506,            0.000463,            0.000463,            0.000463
                 291,            0.017454,           0.0062199,          0.00012829,              0.5173,             0.88348,             0.55752,              0.4482,            0.024425,           0.0073819,          0.00041741,             0.00043,             0.00043,             0.00043
                 292,            0.017155,           0.0059942,          0.00025556,             0.52281,             0.86604,             0.55574,              0.4467,            0.024824,           0.0080499,          0.00071389,            0.000397,            0.000397,            0.000397
                 293,            0.017895,           0.0061978,          0.00022712,             0.50837,             0.88914,              0.5455,             0.43144,             0.02554,           0.0080522,          0.00061497,            0.000364,            0.000364,            0.000364
                 294,             0.01708,           0.0061392,           0.0002144,              0.5116,             0.87962,             0.56539,             0.45377,            0.024657,           0.0074355,          0.00038805,            0.000331,            0.000331,            0.000331
                 295,            0.017867,           0.0061122,          0.00017579,             0.51488,             0.87767,             0.56362,             0.44484,             0.02426,           0.0074498,          0.00029864,            0.000298,            0.000298,            0.000298
                 296,            0.016651,           0.0059803,          0.00012682,             0.50875,              0.8486,             0.56167,             0.44807,            0.024961,           0.0073181,          0.00041041,            0.000265,            0.000265,            0.000265
                 297,            0.017251,            0.006033,          0.00013932,              0.5049,             0.90093,              0.5664,             0.45162,            0.024157,           0.0073567,          0.00042487,            0.000232,            0.000232,            0.000232
                 298,             0.01693,           0.0062157,          0.00013256,             0.50801,             0.91386,             0.56525,             0.44855,            0.024665,           0.0074001,          0.00037923,            0.000199,            0.000199,            0.000199
                 299,            0.017138,           0.0062612,          0.00020156,             0.51077,             0.89568,              0.5673,             0.44904,            0.024432,           0.0074493,          0.00036356,            0.000166,            0.000166,            0.000166
